uid,title,the content,writer,Published at,score,comments_quantity
41021716,,"<a href=""https:&#x2F;&#x2F;threadreaderapp.com&#x2F;thread&#x2F;1814343502886477857.html"" rel=""nofollow"">https:&#x2F;&#x2F;threadreaderapp.com&#x2F;thread&#x2F;1814343502886477857.html</a>",js2,1721526011,,
41021738,,"<a href=""https:&#x2F;&#x2F;twitter-thread.com&#x2F;t&#x2F;1814343502886477857"" rel=""nofollow"">https:&#x2F;&#x2F;twitter-thread.com&#x2F;t&#x2F;1814343502886477857</a>",MBCook,1721526376,,
41022728,,By-passing the discussion whether one actually needs root kit powered endpoint surveillance software such as CS perhaps an open-source solution would be a killer to move this whole sector to more ethical standards. So the main tool would be open source and it would be transparent what it does exactly and that it is free of backdoors or really bad bugs. It could be audited by the public. On the other hand it could still be a business model to supply malware signatures as a security team feeding this system.,G3rn0ti,1721541040,,
41023055,,Do these customers of crowd strike even have a say in these updates going out or do they all just bend over and let crowd strike have full RCE on every machine in their enterprise.<p>I sure hope the certificate authorities and other crypto folks get to keep that stuff off their systems at least.,hannasm,1721544839,,
41021903,,"But how come they didn&#x27;t catch it in the testing deployments? what was the difference that caused it to happen when they deployed to the outside world. I find it hard to believe that they didn&#x27;t test it before deployment. I also think companies should all have a testing environment before deploying 3rd party components. I mean, we all install some packages during development that fails or cause some problems but nobody think it is a good idea to do it directly in their production environment before testing, so how is this different?",golemiprague,1721528632,,
41022966,,"The moment I read &#x27;it is a <i>content update</i> that causes the BSOD, deleting it solves the problem&#x27;, I was immediately willing to bet a hundred quid (for the non-British, that&#x27;s £100) that it was a combination of said bad binary data and a poorly-written parser that didn&#x27;t error out correctly upon reading invalid data (in this case, read an array of pointers, didn&#x27;t verify that all of them were both non-null and pointed to valid data&#x2F;code).<p>In the past ten years or so of having done somewhat serious computing and zero cybersecurity whatsoever, I have my mind concluded, feel free to disagree.<p>Approximately <i>100%</i> of CVEs, crashes, bugs, slowdowns, and pain points of computing have to do with various forms of deserialising binary data back into machine-readable data structures. All because a) human programmers forget to account for edge cases, and b) imperative programming languages allow us to do so.<p>This includes everything from decompression algorithms; to font outline readers; image, video, and audio parsers; video game data parsers; XML and HTML parsers; the various certificate&#x2F;signature&#x2F;key parsers in OpenSSL (and derivatives); and now, this CrowdStrike content parser in its EDR program.<p>That wager stands, by the way, and I&#x27;m happy to up the ante by £50 to account for my second theory.",delta_p_delta_x,1721543911,,
41023156,,And then some people think memory safety doesn&#x27;t matter.,GTP,1721546282,,
41023113,,How feasible would it be to implement blue green deployments in that kind of system?,mkl95,1721545632,,
41022250,,"A &#x27;channel file&#x27; is a file interpreted by their signature detection system. How far is this from a bytecode compiled domain specific language? Javascript anyone?<p>eBPF, much the same thing, is actually thought about and well designed. If it wasn&#x27;t it would be easy to crash linux.<p>This is what they do and they are doing badly. I bet it&#x27;s just shit on shit under the hood, developed by somewhat competent engineers, all gone or promoted to management.",mianos,1721534062,,
41023070,,Hasn’t this been debunked?,JSDevOps,1721545114,,
41022213,,"It&#x27;s really difficult to evaluate the risk the CrowdStrike system imposed. Was this a confluence of improbable events or an inevitable disaster waiting to happen?<p>Some still-open questions in my mind:<p>- was the broken rule in the config file (C-00000291-...32.sys) human authored and reviewed or machine-generated?<p>- was the config file syntactically or semantically invalid according to its spec?<p>- what is the intended failure mode of the kernel driver that encounters an invalid config (presumably it&#x27;s not &quot;go into a boot loop&quot;)?<p>- what automated testing was done on both the file going out and the kernel driver code? Where would we have expected to catch this bug?<p>- what release strategy, if any, was in place to limit the blast radius of a bug? Was there a bug in the release gates or were there simply no release gates?<p>Given what we know so far, it seems much more likely that this was a &quot;disaster waiting to happen&quot; but I still think there&#x27;s a lot more to know. I look forward to the public post-mortem.",nickm12,1721533410,,
41023108,,"&#x27;Analysis&#x27; of the null pointer  is completely missing the point. The simple fact of the matter is they didnt do anywhere near enough testing before pushing the files out. Auto update comes with big responsibility, this was criminally reckless",codeulike,1721545580,,
41021857,,"Out of curiosity: In the old days, SoftIce could have been used which was a kernel mode debugger. What tool can be used these days?",canistel,1721527976,,
41022099,,How did it pass CI?,brcmthrowaway,1721531703,,
41022031,,Where is a good place and way to start practicing disassembly in 2024?,Anonymityisdead,1721530443,,
41022809,,"Crowdstrike isn’t a company anymore, this is probably their end. The litigation will be death by thousand cuts.",iwontberude,1721542082,,
41022435,,Really the underlying problem here is that their software is loading external data into their kernel driver and not correctly sanitising their inputs,Taniwha,1721537082,,
41021626,,So is unmapped address another way of saying null pointer?,blirio,1721524920,,
41022708,,"I found windows confusing. In Linux speak, was this some kind of kernel module thing that CS installed? It’s all I can think of for why the machines BSOD",anothername12,1721540709,,
41021977,,"How sure are we, that this was not a cyberattack?<p>It seems really scary to me, that crowdstrike is able to push updates in real time to most of their customers systems. I don&#x27;t know of any other system, that would provide a similar method to inject code at kernel level. Not even windows updates, as they always roll out with some delay and not to all computers at the same time<p>If you want to attack high profile systems, crowdstrike would be one of the best possible targets.",andix,1721529515,,
41021776,,"The scarier thought I&#x27;ve had -- if a black hat had discovered this crash case, could it have been turned into a widely deployed code execution vulnerability?",Fr0styMatt88,1721526920,,
41021654,,"Meta Conversation: The fact that X has a &quot;Show Probable Spam&quot; and both of the responses were pretty valid, with one even getting a reply from the creator.<p>I just don&#x27;t understand how they still have users.",qmarchi,1721525354,,
41022071,,Ended up being forced because it was a &quot;content update&quot;.  This is the update of our discontent!,m0llusk,1721531259,,
41022840,,Maybe one day people will learn what a blog is.,system2,1721542398,,
41021236,,"Coincidentally, I just toured the South Dakota minuteman launch control facility this week [1] and it was fascinating.  The park ranger giving the tour was a veteran who manned the facility decades ago — amazing stories. You need to book tickets a few months in advance but well worth it if you’re in the area to visit Badlands, Mt. Rushmore, etc.<p>[1] Run by U.S. National Park Service: <a href=""https:&#x2F;&#x2F;www.nps.gov&#x2F;mimi&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;www.nps.gov&#x2F;mimi&#x2F;</a>",GrantS,1721519784,,
41021353,,"&gt; Various options including DSL over HICS cables and radio were considered, but the current plan is to trench new fiber-optic cables across the launch fields. They&#x27;re less interesting, but fiber optic cables have both capacity and reliability advantages over telephone cables, and could easily remain in service for the life of the Sentinel program.<p>I was actually a bit surprised there was nothing about lightning and EMP suppression. I’m no expert on EMP effects, but multiple-mile-long cable loops underground seem like the kind of thing that would develop large induced currents in the presence of a varying magnetic field.<p>Nonconductive fiber optic cables are entirely immune to these effects.  And they’re less expensive than copper!",amluto,1721520935,,
41021136,,"Very good read, thanks for sharing it.
Side note: All the pictures have the geolocation data embedded into them.",tamimio,1721518938,,
41020687,,my dad was a pm for this stuff. i have no idea what he did as he retired by the time i was 8 (92) but this was his world.<p>anyone know anything else about this stuff? i’ve often considered trying to recreate his career path. (he died about 5 years ago.),randall,1721515340,,
41020264,,Interesting article. I have always been curious about how weapons systems like missiles communicate with command and control systems. Especially how the datalinks worked on cold war era systems. Not a lot of info out there. So this article was a good read.,nirav72,1721512028,,
41023147,,"<a href=""http:&#x2F;&#x2F;www.airtalk.com&#x2F;z_ref-4_1.html"" rel=""nofollow"">http:&#x2F;&#x2F;www.airtalk.com&#x2F;z_ref-4_1.html</a><p>For people like me that didn’t understand why the cables are pressurized.",Mistletoe,1721546168,,
41021731,,"For anyone who hasn’t seen it, the highly hn-relevant film <i>WarGames</i> kicks off with a launch order scene between a MCCC and a DMCCC that doesn’t depart wildly from the description here.<p>The rest of the film is pretty good, too!<p><i>Turn your key, sir!</i>",twoodfin,1721526306,,
41021605,,"I&#x27;m researching the Minuteman II&#x27;s computer, the Autonetics D-37B&#x2F;C so I figured I&#x27;d put a note here in case there is anyone else looking at it.",kens,1721524535,,
41021980,,Crazy that the communication system doesn&#x27;t seem to be that much more advanced than tin cans and a string when compared to modern day. Guess the same can be said for the weapons themselves.,justinator,1721529568,,
41021809,,"Okay, this is super cool. Thanks for sharing.<p>In a similar vein, jart&#x27;s Cosmopolitan libc has a really fun collection of tables that compare various constants across platforms, e.g. syscalls, syscall flags, error numbers, etc. It includes (variants of) Linux, XNU, NT, and the BSDs.<p><a href=""https:&#x2F;&#x2F;github.com&#x2F;jart&#x2F;cosmopolitan&#x2F;blob&#x2F;master&#x2F;libc&#x2F;sysv&#x2F;consts.sh"">https:&#x2F;&#x2F;github.com&#x2F;jart&#x2F;cosmopolitan&#x2F;blob&#x2F;master&#x2F;libc&#x2F;sysv&#x2F;c...</a><p>In the off chance you haven&#x27;t heard of Cosmopolitan yet, I hope you find the discovery as much fun as I have.",xelxebar,1721527316,,
41018986,,I wish this site could have existed earlier when I was writing eBPF filters for my sandbox and had to check how specific syscalls were implemented in different archs here and there. Thanks for your great work.,qbane,1721503405,,
41018787,,"This is good. Usually I end up finding one I think Google made for Chromebooks. Or even worse, restoring to the man page.",Neywiny,1721501940,,
41022870,,,,1721542796,,
41020625,,Is there a reason syscall numbers don’t match up between architectures?<p>Or is it just a quirk of history?,MBCook,1721514739,,
41019056,,"That&#x27;s handy.<p>I wonder why it displays without javascript in chromium, but fails to do so in firefox. If the author is here, could that be fixed?<p>Edit:<p>Restarting chromium and trying again yields the same behavior as firefox. I wonder if the javascript somehow slipped past umatrix &amp; ublock origin on my first try. Given that I launched chromium by dragging the link onto its icon the first time, perhaps the script-blocking extensions weren&#x27;t fully loaded?<p>Testing again several more times, that does seem likely. I can reproduce it intermittently by dragging the URL onto my chromium shortcut if chromium isn&#x27;t already running.<p>Edit 2: Sure enough:<p><a href=""https:&#x2F;&#x2F;github.com&#x2F;gorhill&#x2F;uBlock&#x2F;issues&#x2F;1913"">https:&#x2F;&#x2F;github.com&#x2F;gorhill&#x2F;uBlock&#x2F;issues&#x2F;1913</a><p><a href=""https:&#x2F;&#x2F;github.com&#x2F;gorhill&#x2F;uBlock&#x2F;issues&#x2F;1327"">https:&#x2F;&#x2F;github.com&#x2F;gorhill&#x2F;uBlock&#x2F;issues&#x2F;1327</a>",foresto,1721503865,,
41019256,,This is neat! Finally someone who added all the information I need :),saagarjha,1721505344,,
41018996,,Missing RISC-V,netr0ute,1721503457,,
41020933,,"Only 357 syscalls in 6.0. Don&#x27;t know why, but I thought there would be more.",extraduder_ire,1721517320,,
41022520,,"This is SUCH a good tool! Thank you!!<p>I&#x27;ve been using other tables but they were always incomplete and often x86_64 only. This one contains everything: number, symbol, links to kernel implementation, signature, user space ABI registers. And I can select kernel version, kernel binary interface and processor architecture!<p>I&#x27;m very interested in how you are collecting or generating all this information. Please post details on the process. I need similar information in order to compile system call tables into lone, my own programming language which features direct Linux system call support.<p>I use scripts that parse the information out of Linux user space API headers: the compiler prints all the preprocessor definitions from linux&#x2F;unistd.h, the &quot;SYS_&quot; definitions are selected and then turned into a C array initializer for a number&#x2F;name structure.<p><pre><code>  # makefile
  $(call source_to_object,source&#x2F;lone&#x2F;lisp&#x2F;modules&#x2F;intrinsic&#x2F;linux.c): $(targets.NR.c)

  $(targets.NR.c): $(targets.NR.list) scripts&#x2F;NR.generate
      scripts&#x2F;NR.generate &lt; $&lt; &gt; $@

  $(targets.NR.list): scripts&#x2F;NR.filter
      $(CC) -E -dM -include linux&#x2F;unistd.h - &lt; &#x2F;dev&#x2F;null | scripts&#x2F;NR.filter &gt; $@

  # scripts&#x2F;NR.filter
  grep __NR_ | sed &#x27;s&#x2F;#define &#x2F;&#x2F;g&#x27; | cut -d &#x27; &#x27; -f 1

  # scripts&#x2F;NR.generate
  # generates C array initializers like:
  #     { &quot;read&quot;, __NR_read },
  while read -r NR; do
    printf &#x27;{ &quot;%s&quot;, %s },\n&#x27; &quot;${NR#__NR_}&quot; &quot;${NR}&quot;
  done

  &#x2F;&#x2F; source&#x2F;lone&#x2F;lisp&#x2F;modules&#x2F;intrinsic&#x2F;linux.c

  static struct linux_system_call {
      char *symbol;
      lone_lisp_integer number;
  } linux_system_calls[] = {

      &#x2F;* huge generated array initializer
       * with all the system calls found
       * on the host platform
       *&#x2F;
      #include &lt;lone&#x2F;lisp&#x2F;modules&#x2F;intrinsic&#x2F;linux&#x2F;NR.c&gt;
  };</code></pre>",matheusmoreira,1721538519,,
41018916,,What API is the most common for x86-64bit?,wg0,1721502902,,
41019523,,"similarly, does a Windows syscall tracker exist?",pastapoggers,1721507153,,
41019328,,"From this I learned about Landlock, thanks!",jeffrallen,1721505847,,
41022284,,"<a href=""https:&#x2F;&#x2F;archive.is&#x2F;0ODTi"" rel=""nofollow"">https:&#x2F;&#x2F;archive.is&#x2F;0ODTi</a>",jmholla,1721534500,,
41022350,,How far removed from reality is Don McGowan to brag about using his position to threaten a random child and their family? Lawyers are wild man.,ycombinatrix,1721535763,,
41022222,,"&gt; &quot;A veteran investigator of video-game leaks reveals the tricks of the trade&quot;<p>Complete lie by the way. The highest revelation is that the found out that some streamer leaked something, because they noticed the leaked photos had the same icons as he did. Besides bullying a kid, this is just irrelevant.",constantcrying,1721533545,,
