uid,title,the content,writer,Published at,score,comments_quantity
40998751,,"This is actually cool!<p>But unless I&#x27;m missing something, what&#x27;s the difference between this and IRC?",nedpat,1721329625,,
40998580,,"Cool, the source code is amazingly readable.  Also love the sense of humor :-D such as <a href=""https:&#x2F;&#x2F;github.com&#x2F;quackduck&#x2F;devzat&#x2F;blob&#x2F;main&#x2F;commands.go#L177-L183"">https:&#x2F;&#x2F;github.com&#x2F;quackduck&#x2F;devzat&#x2F;blob&#x2F;main&#x2F;commands.go#L1...</a>",freedomben,1721328559,,
40998219,,"I wonder if you could do something similar with an ssh account which is hard-wired to run &#x27;ytalk&#x27; (<a href=""https:&#x2F;&#x2F;en.wikipedia.org&#x2F;wiki&#x2F;Talk_(software)"" rel=""nofollow"">https:&#x2F;&#x2F;en.wikipedia.org&#x2F;wiki&#x2F;Talk_(software)</a>).",rwmj,1721326075,,
40998474,,"I experimented with writing a shell replacement a while back. Turns out you can just run any old program. Here’s and example “hello world” shell replacement written in Go.<p><a href=""https:&#x2F;&#x2F;github.com&#x2F;codazoda&#x2F;goshell"">https:&#x2F;&#x2F;github.com&#x2F;codazoda&#x2F;goshell</a>",codazoda,1721327876,,
40998530,,I&#x27;d be curious whether there&#x27;s any security concerns on this one. Could an attacker craft a message that gets access to execute commands into a client terminal?,languagehacker,1721328205,,
40998564,,"See also: ssh-chat by shazow from ~10 years ago written in Go<p><pre><code>  ssh chat.shazow.net
</code></pre>
The most amazing part is perhaps the fact that this one is still around, 10 years later! Try it yourself and you’ll see :)<p>Discussion at the time:<p><a href=""https:&#x2F;&#x2F;news.ycombinator.com&#x2F;item?id=8743374"">https:&#x2F;&#x2F;news.ycombinator.com&#x2F;item?id=8743374</a><p>Source code in GitHub repo here:<p><a href=""https:&#x2F;&#x2F;github.com&#x2F;shazow&#x2F;ssh-chat"">https:&#x2F;&#x2F;github.com&#x2F;shazow&#x2F;ssh-chat</a>",codetrotter,1721328446,,
40998269,,There was a beginner friendly machine to hack on HackTheBox where you had to hack a Devzat instance,yu3zhou4,1721326434,,
40998639,,"Doesn&#x27;t seem to be working, the chat is frozen and I can&#x27;t type anything.",ipsum2,1721328956,,
40998631,,"I appear to have crashed the server with &quot;tic 999&quot;, sorry guys!",danslo,1721328896,,
40998382,,"Normal talk in unices system can do that.<p>Irc have exange data between server and minimalize data trafic.<p>still irc is better, but meybe in future",styczen,1721327112,,
40998444,,"A single wavelength can&#x27;t reproduce all visible colors. These pixels are variable wavelength, but can only produce one at a time, so you&#x27;d still need at least 2 of these pixels to reproduce any visible color.<p>The fundamental problem is that color space is 2D[1] (color + brightness is 3D, hence 3 subpixel on traditional displays), but monochromatic light has only 1 dimension to vary for color.<p>[1]: <a href=""https:&#x2F;&#x2F;en.wikipedia.org&#x2F;wiki&#x2F;Chromaticity"" rel=""nofollow"">https:&#x2F;&#x2F;en.wikipedia.org&#x2F;wiki&#x2F;Chromaticity</a>",GrantMoyer,1721327631,,
40997982,,"Hm, thinking about this further, this would need dithering to work properly (which probably works fine, but the perceived quality difference would mean pixel density comparisons aren&#x27;t apples-to-apples)<p>Presumably, you get to control hue and brightness per-pixel. But that only gives you access to a thin slice of the sRGB gamut (i.e. the parts of HSL where saturation is maxed out), but dithering can solve that. Coming up with ideal dithering algorithms could be non-trivial (e.g. maybe you&#x27;d want temporal stability).",Retr0id,1721324377,,
40998543,,"Would be fun if displays come full circle with variable addressable geometry&#x2F; glowing goo too.<p>Not quite vector display, but some thing organic than can be adressed with some stimulators like reaction-diffusion or gaussian, FFT, laplacians, gabor filters, Turig patterns, etc.
Get fancy patterns with lowest amount of data.<p><a href=""https:&#x2F;&#x2F;www.sciencedirect.com&#x2F;science&#x2F;article&#x2F;pii&#x2F;S0925477399002117"" rel=""nofollow"">https:&#x2F;&#x2F;www.sciencedirect.com&#x2F;science&#x2F;article&#x2F;pii&#x2F;S092547739...</a>
<a href=""https:&#x2F;&#x2F;onlinelibrary.wiley.com&#x2F;doi&#x2F;10.1111&#x2F;j.1755-148X.2010.00814.x"" rel=""nofollow"">https:&#x2F;&#x2F;onlinelibrary.wiley.com&#x2F;doi&#x2F;10.1111&#x2F;j.1755-148X.2010...</a>",mxfh,1721328297,,
40998535,,"I didn&#x27;t realize we even had a discrete LED tunable across the visible spectrum, let alone a Micro-LED array of them. Anybody know where I can buy one? I want to build a hyperspectral imager.",FriedPickles,1721328244,,
40997603,,"This vaguely reminds me of &quot;CCSTN&quot; (Color Coded Super Twisted Nematic) LCD displays, which were used in a few Casio calculators to produce basic colour output without the usual RGB colour filter approach.<p><a href=""https:&#x2F;&#x2F;www.youtube.com&#x2F;watch?v=quB60FmzHKQ"" rel=""nofollow"">https:&#x2F;&#x2F;www.youtube.com&#x2F;watch?v=quB60FmzHKQ</a><p><a href=""https:&#x2F;&#x2F;web.archive.org&#x2F;web&#x2F;20240302185148&#x2F;https:&#x2F;&#x2F;www.zephray.me&#x2F;post&#x2F;cfx_9850_review&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;web.archive.org&#x2F;web&#x2F;20240302185148&#x2F;https:&#x2F;&#x2F;www.zephr...</a>",Retr0id,1721322214,,
40998458,,"I understand that one of the big issues with microLED is huge brightness variation between pixels. Due to some kind of uncontrollable (so far) variations in the manufacturing process, some pixels output 1&#x2F;10 the light (or less) as others. Ultimately the brightness of the whole display is constrained by the least bright pixels because the rest have to be dimmed to match. Judging by their pictures they have not solved this problem.",modeless,1721327738,,
40998462,,The promotional document focuses on wavelength tunability but I imagine brightness at any one wavelength suffers because to emit at one wavelength requires an electron to lose the amount of energy in that photon by transitioning from a high to low energy state.  Maximum brightness then corresponds to how many of these transitions are possible in a given amount of time.<p>Some states are not accessible at a given time (voltage can tune which states are available) but my understanding is the number of states is fixed without rearranging the atoms in the material.,georgeburdell,1721327766,,
40997377,,"OLED tech has been very transformative for lots of my old gear (synthesizers and samplers mostly) that originally came with backlit LCD displays.  But the OLEDs are offered in static colors, usually blue or amber.  Sometimes white red or green<p>It would be very cool to have a display with adjustable color.",Teknomancer,1721320898,,
40997986,,Are they able to adjust the color and brightness simultaneously? Or would brightness be controlled with PWM?,hobscoop,1721324390,,
40997899,,Does this need very accurate DAC to cover the entire color spectrum? Maybe even fine-tuning on each pixel?,k7sune,1721323780,,
40997933,,"&gt; 6,800 pixel-per-inch display (around 1.1 cm by 0.55 cm, and around 3K by 1.5K pixels)<p>That sounds like it&#x27;s getting close to being a really good screen for a VR headset.",nfriedly,1721324007,,
40997677,,"Incredible accomplishment, but the question remains what this will look like at the scale of a display on any given consumer device.<p>Of course, it&#x27;s only just now been announced, but I&#x27;d love to see what a larger scale graphic looks like with a larger array of these to understand if perceived quality is equal or better, if brightness distribution across the spectrum is consistently achieved, how pixels behave with high frame rates and how resilient they are to potential burn-in.",hidelooktropic,1721322600,,
40997815,,I imagine color consistency will be such a pain here.,maxrumpf,1721323301,,
40997618,,"This is super cool!<p>I can certainly see these being useful in informational displays, such as rendering colored terminal output. The lack of subpixels should make for crisp text and bright colors.<p>I don&#x27;t see this taking over the general purpose display industry, however, as it looks like the current design is incapable of making white.",itishappy,1721322287,,
40998079,,"This sounds awesome for future VR gear, when you need small displays with more pixels that is currently possible.<p>4K virtual monitors, here we come!",nomdep,1721324939,,
40998619,,"This appears to be done by varying current, from a slide in this &#x27;webinar&#x27;: <a href=""https:&#x2F;&#x2F;youtu.be&#x2F;MI5EJk8cPwQ?t=238"" rel=""nofollow"">https:&#x2F;&#x2F;youtu.be&#x2F;MI5EJk8cPwQ?t=238</a><p>That&#x27;s not hugely surprising given that (I believe) LEDs have always shifted spectrum-wise a bit with drive current (well, mostly junction temperature, which can be a function of drive current.)<p>I guess that means they&#x27;re strictly on&#x2F;off devices, which seems furthered by this video from someone stopping by their booth:<p><a href=""https:&#x2F;&#x2F;youtu.be&#x2F;f0c10q2S_PQ?t=107"" rel=""nofollow"">https:&#x2F;&#x2F;youtu.be&#x2F;f0c10q2S_PQ?t=107</a><p>You can clearly see some pretty shit dithering, so I guess they haven&#x27;t figured out how to do PWM based brightness (or worse, PWM isn&#x27;t possible at all?)<p>I guess that explains the odd fixation on pixel density that is easily 10x what your average high-dpi cell phone display has (if you consider each color to be its own pixel, ie ~250dpi x 3)<p>It seems like the challenge will be finding applications for something with no brightness control etc. Without that, it&#x27;s useless even for a HUD display type widget.<p>In the meantime, if they made 5050-sized LEDs, they would probably print money...which would certainly be a good way to further development on developing brightness control.",KennyBlanken,1721328825,,
40997394,,"These still produce a single [adjustable] wavelength, which means some colors that are displayable on displays of today are not representable using just one of these, and multiples will be required.",dmitrygr,1721320985,,
40997380,,Any idea if there is a plan to produce discrete LEDs that are tunable?,01100011,1721320910,,
40997690,,I hope this will go into AVP3,p1esk,1721322683,,
40997932,,"My ultimate hope is that this will allow us to store and display color data as Fourier series.<p>Right now we only represent colour as combinations of red, green, and blue, when a colour signal itself is really a combination of multiple &quot;spectral&quot; (pure) colour waves, which can be anything in the rainbow.<p>Individually controllable microLEDs would change this entirely. We could visualize any color at will by combining them.<p>It&#x27;s depressing that nowadays we have this technology yet video compression means I haven&#x27;t seen a smooth gradient in a movie or TV show in years.",jjmarr,1721324003,,
